ID,DOI,Title,Lead_author,Institution,Journal,Published,Motivation,Area,Site,Size,Years_total,Dates,Run_mode,Release_period,Yearly_trends_compared,Release_sites_total,Settlement_sites_total,Release_interval,Generic_species,Multiple_species,Species_scientific_name,Species_common_name,Species_type,Geographical_zone,Model_reuse,Model_name,Model_type,Model_movement,Physical_model,Nested_submodels,Model_resolution_min,Model_spatial_shape,Model_depth,Tidal_model_used,Bathymetry_model_used,Model_integration,Model_time_step,Model_time_step_type,Model_diffusion_scheme,Model_diffusion_direction,Model_diffusion_value,PLD_type,PLD_fixed,PLD_variable,PLD_stdev,Spawning_depth_type,Spawning_depth_value,Spawning_depth_min,Spawning_depth_max,Spawning_initiation,Passive_movement,Diel_vertical_migration,Circatidal_migration,Pynocline_migration,Halocline_migration,Ontogentic_vertical_migration,Vertical_swimming_ability,Horizontal_swimming_ability,Sinking_velocity,Egg_buoyancy,Mortality,Mortality_rate,Mortality_function,Orientation,Orientation_value,Growth,Growth_func,Sensory_ability,Sensory_impl,Sensory_extent,Settlement_competency_window,Settlement_competency_type,Settlement_competency_factor,Settlement_competency_type_start,Settlement_site_type,Settlement_site_size,Particles_spawned_at_individual_type,Particles_spawned_at_individual_site,Particles_spawned_range_min,Particles_spawned_range_max,Particles_spawned_super_individual,Particles_spawned_period,Particles_spawned_total,Replicated_run,Sensitivity_analysis,Statistical_methods_used,Empirically_validated,Dispersal_kernel,Temporal_kernel,Accumulation_kernel,Partial_summation,Minimum_arrival_time,Mean_distance,Median_distance,Distance_travelled_mean,Trajectory_travelled_mean,Distance_travelled_stdev,Distance_travelled_median,Direction_mean,Depth_mean,Distance_travelled_upper_quantile,Distance_travelled_max,Distance_travelled_min,Biophysical_matrix,Travel_time_mean,Isotropy,Positive_area,Seeded_area,Centre_of_mass,Aggregation_index,Mean_length,Connectance,Proportion_sites_settled,Connections_total,Connected_clusters_total,Connected_clusters_largest_size,Cross_shore_connectivity,Dispersion_index,Connectivity_matrix_potential,Connectivity_matrix_realised,Local_retention,Local_retention_mean,Local_retention_max,Self_recruitment,Self_recruitment_mean,Self_recruitment_max,Self_recruitment_values,Settlement_success,Settlement_success_mean,Settlement_success_min,Directional_exchange_rate,Export_probability,Source_sink_indicies,Graph_theory,Survived_%,Comments,,,,
47,10.4319/lo.2013.58.2.0505 ,Physical and biological controls on larval dispersal and connectivity in a highly energetic shelf sea ,Robins PE,Bangor University,Limnology and Oceanography,2013,DS,United Kingdom,Irish Sea,Large,1,1990,Forecast,1 April - 20 Sept,Within,40,40,Monthly,TRUE,FALSE,NA,Molluscs,Mollusc,Temperate,TRUE,PTM,IBM,L,POM-1,FALSE,1.85,Grid,250,TRUE,TRUE,Linear,300,Fixed,Random walk,Both,NA,Fixed,30,NA,NA,Variable,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,10,FALSE,NA,NA,NA,Release Sites,NA,Fixed,10000,NA,NA,FALSE,Monthly,2400000,FALSE,TRUE,MANOVA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,668,,116,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,,,,,,
47,10.4319/lo.2013.58.2.0505 ,Physical and biological controls on larval dispersal and connectivity in a highly energetic shelf sea ,Robins PE,Bangor University,Limnology and Oceanography,2013,DS,United Kingdom,Irish Sea,Large,1,1990,Forecast,1 April - 20 Sept,Within,40,40,Monthly,TRUE,FALSE,NA,Molluscs,Mollusc,Temperate,TRUE,PTM,IBM,L,POM-1,FALSE,1.85,Grid,250,TRUE,TRUE,Linear,300,Fixed,Random walk,Both,NA,Fixed,26,NA,NA,Variable,NA,NA,NA,Fixed,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,10,FALSE,NA,NA,NA,Release Sites,NA,Fixed,10000,NA,NA,FALSE,Monthly,2400000,FALSE,TRUE,MANOVA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,331,,48,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,,,,,,
47,10.4319/lo.2013.58.2.0505 ,Physical and biological controls on larval dispersal and connectivity in a highly energetic shelf sea ,Robins PE,Bangor University,Limnology and Oceanography,2013,DS,United Kingdom,Irish Sea,Large,1,1990,Forecast,1 April - 20 Sept,Within,40,40,Monthly,TRUE,FALSE,NA,Molluscs,Mollusc,Temperate,TRUE,PTM,IBM,L,POM-1,FALSE,1.85,Grid,250,TRUE,TRUE,Linear,300,Fixed,Random walk,Both,NA,Fixed,28,NA,NA,Variable,NA,NA,NA,Fixed,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,10,FALSE,NA,NA,NA,Release Sites,NA,Fixed,10000,NA,NA,FALSE,Monthly,2400000,FALSE,TRUE,MANOVA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,358,,58,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.42,0.48,NA,TRUE,0.66,NA,FALSE,FALSE,TRUE,FALSE,,,,,,
47,10.4319/lo.2013.58.2.0505 ,Physical and biological controls on larval dispersal and connectivity in a highly energetic shelf sea ,Robins PE,Bangor University,Limnology and Oceanography,2013,DS,United Kingdom,Irish Sea,Large,1,1990,Forecast,1 April - 20 Sept,Within,40,40,Monthly,TRUE,FALSE,NA,Molluscs,Mollusc,Temperate,TRUE,PTM,IBM,L,POM-1,FALSE,1.85,Grid,250,TRUE,TRUE,Linear,300,Fixed,Random walk,Both,NA,Fixed,30,NA,NA,Variable,NA,NA,NA,Fixed,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,10,FALSE,NA,NA,NA,Release Sites,NA,Fixed,10000,NA,NA,FALSE,Monthly,2400000,FALSE,TRUE,MANOVA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,383,,68,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,,,,,,
47,10.4319/lo.2013.58.2.0505 ,Physical and biological controls on larval dispersal and connectivity in a highly energetic shelf sea ,Robins PE,Bangor University,Limnology and Oceanography,2013,DS,United Kingdom,Irish Sea,Large,1,1990,Forecast,1 April - 20 Sept,Within,40,40,Monthly,TRUE,FALSE,NA,Molluscs,Mollusc,Temperate,TRUE,PTM,IBM,L,POM-1,FALSE,1.85,Grid,250,TRUE,TRUE,Linear,300,Fixed,Random walk,Both,NA,Fixed,26,NA,NA,Variable,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,10,FALSE,NA,NA,NA,Release Sites,NA,Fixed,10000,NA,NA,FALSE,Monthly,2400000,FALSE,TRUE,MANOVA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,247,,36,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,,,,,,
47,10.4319/lo.2013.58.2.0505 ,Physical and biological controls on larval dispersal and connectivity in a highly energetic shelf sea ,Robins PE,Bangor University,Limnology and Oceanography,2013,DS,United Kingdom,Irish Sea,Large,1,1990,Forecast,1 April - 20 Sept,Within,40,40,Monthly,TRUE,FALSE,NA,Molluscs,Mollusc,Temperate,TRUE,PTM,IBM,L,POM-1,FALSE,1.85,Grid,250,TRUE,TRUE,Linear,300,Fixed,Random walk,Both,NA,Fixed,28,NA,NA,Variable,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,10,FALSE,NA,NA,NA,Release Sites,NA,Fixed,10000,NA,NA,FALSE,Monthly,2400000,FALSE,TRUE,MANOVA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,271,,43,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.43,0.52,NA,TRUE,0.63,NA,FALSE,FALSE,TRUE,FALSE,,,,,,
47,10.4319/lo.2013.58.2.0505 ,Physical and biological controls on larval dispersal and connectivity in a highly energetic shelf sea ,Robins PE,Bangor University,Limnology and Oceanography,2013,DS,United Kingdom,Irish Sea,Large,1,1990,Forecast,1 April - 20 Sept,Within,40,40,Monthly,TRUE,FALSE,NA,Molluscs,Mollusc,Temperate,TRUE,PTM,IBM,L,POM-1,FALSE,1.85,Grid,250,TRUE,TRUE,Linear,300,Fixed,Random walk,Both,NA,Fixed,30,NA,NA,Variable,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,10,FALSE,NA,NA,NA,Release Sites,NA,Fixed,10000,NA,NA,FALSE,Monthly,2400000,FALSE,TRUE,MANOVA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,296,,36,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,,,,,,
48,10.3354/meps09348 ,Population connectivity of Ezo abalone on the northern Pacific coast of Japan in relation to the establishment of harvest refugia ,Miyake Y,University of Tokyo,Marine Ecology Progress Series,2011,DS,Japan,Miyagi Coast,Medium,1,2006,Forecast,4-12 October & 29 Oct-4 FALSEvember,Within,7,7,Daily,FALSE,FALSE,Haliotis discus,Ezo abalone,Mollusc,Temperate,FALSE,Delft-PART,IBM,L,Delft3D-FLOW,FALSE,1,Grid,500,TRUE,TRUE,NA,60,Fixed,Random walk,Both,10,Fixed,6,NA,NA,Fixed,NA,NA,NA,Wave height,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,1,TRUE,Fixed,NA,4,Coast,NA,Fixed,1880,NA,NA,FALSE,Daily,40000,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,,NA,NA,FALSE,FALSE,FALSE,57,TRUE,FALSE,FALSE,NA,NA,NA,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,0.15,0.36,NA,TRUE,0.264,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
49,10.1029/2011JG001731 ,Potential changes in larval dispersal and alongshore connectivity on the central Chilean coast due to an altered wind climate ,Aiken CM,Pontifical Catholic University of Chile,Journal of Geophysical Research,2011,CC,Chile,Chilean coast,Large,60,1960-1990,Forecast,All year,NA,400,400,Daily,NA,NA,NA,NA,NA,Temperate,FALSE,ARIANE,IBM,L,ROMS,FALSE,3,Grid,4000,FALSE,TRUE,NA,43200,Fixed,NA,NA,NA,Fixed,2,NA,NA,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,3,FALSE,NA,NA,NA,Coast,NA,Fixed,400,NA,NA,FALSE,Daily,78840000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
49,10.1029/2011JG001731 ,Potential changes in larval dispersal and alongshore connectivity on the central Chilean coast due to an altered wind climate ,Aiken CM,Pontifical Catholic University of Chile,Journal of Geophysical Research,2011,CC,Chile,Chilean coast,Large,60,1960-1990,Forecast,All year,NA,400,400,Daily,NA,NA,NA,NA,NA,Temperate,FALSE,ARIANE,IBM,L,ROMS,FALSE,3,Grid,4000,FALSE,TRUE,NA,43200,Fixed,NA,NA,NA,Fixed,7,NA,NA,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,3,FALSE,NA,NA,NA,Coast,NA,Fixed,400,NA,NA,FALSE,Daily,78840000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
49,10.1029/2011JG001731 ,Potential changes in larval dispersal and alongshore connectivity on the central Chilean coast due to an altered wind climate ,Aiken CM,Pontifical Catholic University of Chile,Journal of Geophysical Research,2011,CC,Chile,Chilean coast,Large,60,1960-1990,Forecast,All year,NA,400,400,Daily,NA,NA,NA,NA,NA,Temperate,FALSE,ARIANE,IBM,L,ROMS,FALSE,3,Grid,4000,FALSE,TRUE,NA,43200,Fixed,NA,NA,NA,Fixed,15,NA,NA,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,3,FALSE,NA,NA,NA,Coast,NA,Fixed,400,NA,NA,FALSE,Daily,78840000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
49,10.1029/2011JG001731 ,Potential changes in larval dispersal and alongshore connectivity on the central Chilean coast due to an altered wind climate ,Aiken CM,Pontifical Catholic University of Chile,Journal of Geophysical Research,2011,CC,Chile,Chilean coast,Large,60,1960-1990,Forecast,All year,NA,400,400,Daily,NA,NA,NA,NA,NA,Temperate,FALSE,ARIANE,IBM,L,ROMS,FALSE,3,Grid,4000,FALSE,TRUE,NA,43200,Fixed,NA,NA,NA,Fixed,30,NA,NA,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,3,FALSE,NA,NA,NA,Coast,NA,Fixed,400,NA,NA,FALSE,Daily,78840000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
49,10.1029/2011JG001731 ,Potential changes in larval dispersal and alongshore connectivity on the central Chilean coast due to an altered wind climate ,Aiken CM,Pontifical Catholic University of Chile,Journal of Geophysical Research,2011,CC,Chile,Chilean coast,Large,60,1960-1990,Forecast,All year,NA,400,400,Daily,NA,NA,NA,NA,NA,Temperate,FALSE,ARIANE,IBM,L,ROMS,FALSE,3,Grid,4000,FALSE,TRUE,NA,43200,Fixed,NA,NA,NA,Fixed,60,NA,NA,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,3,FALSE,NA,NA,NA,Coast,NA,Fixed,400,NA,NA,FALSE,Daily,78840000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
49,10.1029/2011JG001731 ,Potential changes in larval dispersal and alongshore connectivity on the central Chilean coast due to an altered wind climate ,Aiken CM,Pontifical Catholic University of Chile,Journal of Geophysical Research,2011,CC,Chile,Chilean coast,Large,60,1960-1990,Forecast,All year,NA,400,400,Daily,NA,NA,NA,NA,NA,Temperate,FALSE,ARIANE,IBM,L,ROMS,FALSE,3,Grid,4000,FALSE,TRUE,NA,43200,Fixed,NA,NA,NA,Fixed,90,NA,NA,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,3,FALSE,NA,NA,NA,Coast,NA,Fixed,400,NA,NA,FALSE,Daily,78840000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
49,10.1029/2011JG001731 ,Potential changes in larval dispersal and alongshore connectivity on the central Chilean coast due to an altered wind climate ,Aiken CM,Pontifical Catholic University of Chile,Journal of Geophysical Research,2011,CC,Chile,Chilean coast,Large,60,1960-1990,Forecast,All year,NA,400,400,Daily,NA,NA,NA,NA,NA,Temperate,FALSE,ARIANE,IBM,L,ROMS,FALSE,3,Grid,4000,FALSE,TRUE,NA,43200,Fixed,NA,NA,NA,Fixed,2,NA,NA,Fixed,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,3,FALSE,NA,NA,NA,Coast,NA,Fixed,400,NA,NA,FALSE,Daily,78840000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
49,10.1029/2011JG001731 ,Potential changes in larval dispersal and alongshore connectivity on the central Chilean coast due to an altered wind climate ,Aiken CM,Pontifical Catholic University of Chile,Journal of Geophysical Research,2011,CC,Chile,Chilean coast,Large,60,1960-1990,Forecast,All year,NA,400,400,Daily,NA,NA,NA,NA,NA,Temperate,FALSE,ARIANE,IBM,L,ROMS,FALSE,3,Grid,4000,FALSE,TRUE,NA,43200,Fixed,NA,NA,NA,Fixed,7,NA,NA,Fixed,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,3,FALSE,NA,NA,NA,Coast,NA,Fixed,400,NA,NA,FALSE,Daily,78840000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
49,10.1029/2011JG001731 ,Potential changes in larval dispersal and alongshore connectivity on the central Chilean coast due to an altered wind climate ,Aiken CM,Pontifical Catholic University of Chile,Journal of Geophysical Research,2011,CC,Chile,Chilean coast,Large,60,1960-1990,Forecast,All year,NA,400,400,Daily,NA,NA,NA,NA,NA,Temperate,FALSE,ARIANE,IBM,L,ROMS,FALSE,3,Grid,4000,FALSE,TRUE,NA,43200,Fixed,NA,NA,NA,Fixed,15,NA,NA,Fixed,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,3,FALSE,NA,NA,NA,Coast,NA,Fixed,400,NA,NA,FALSE,Daily,78840000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
49,10.1029/2011JG001731 ,Potential changes in larval dispersal and alongshore connectivity on the central Chilean coast due to an altered wind climate ,Aiken CM,Pontifical Catholic University of Chile,Journal of Geophysical Research,2011,CC,Chile,Chilean coast,Large,60,1960-1990,Forecast,All year,NA,400,400,Daily,NA,NA,NA,NA,NA,Temperate,FALSE,ARIANE,IBM,L,ROMS,FALSE,3,Grid,4000,FALSE,TRUE,NA,43200,Fixed,NA,NA,NA,Fixed,30,NA,NA,Fixed,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,3,FALSE,NA,NA,NA,Coast,NA,Fixed,400,NA,NA,FALSE,Daily,78840000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
49,10.1029/2011JG001731 ,Potential changes in larval dispersal and alongshore connectivity on the central Chilean coast due to an altered wind climate ,Aiken CM,Pontifical Catholic University of Chile,Journal of Geophysical Research,2011,CC,Chile,Chilean coast,Large,60,1960-1990,Forecast,All year,NA,400,400,Daily,NA,NA,NA,NA,NA,Temperate,FALSE,ARIANE,IBM,L,ROMS,FALSE,3,Grid,4000,FALSE,TRUE,NA,43200,Fixed,NA,NA,NA,Fixed,60,NA,NA,Fixed,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,3,FALSE,NA,NA,NA,Coast,NA,Fixed,400,NA,NA,FALSE,Daily,78840000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
49,10.1029/2011JG001731 ,Potential changes in larval dispersal and alongshore connectivity on the central Chilean coast due to an altered wind climate ,Aiken CM,Pontifical Catholic University of Chile,Journal of Geophysical Research,2011,CC,Chile,Chilean coast,Large,60,1960-1990,Forecast,All year,NA,400,400,Daily,NA,NA,NA,NA,NA,Temperate,FALSE,ARIANE,IBM,L,ROMS,FALSE,3,Grid,4000,FALSE,TRUE,NA,43200,Fixed,NA,NA,NA,Fixed,90,NA,NA,Fixed,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,Buffer,3,FALSE,NA,NA,NA,Coast,NA,Fixed,400,NA,NA,FALSE,Daily,78840000,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
